sim,sourceX,sourceY,targetX,targetY
0.0428,2013-2017,1095,2014-2018,254
0.0423,2011-2015,867,2012-2016,1142
0.0421,2012-2016,1095,2013-2017,254
0.0417,2012-2016,814,2013-2017,254
0.0414,2010-2014,867,2011-2015,1142
0.0413,2012-2016,867,2013-2017,1142
0.0409,2010-2014,581,2011-2015,1095
0.0402,2011-2015,1142,2012-2016,867
0.04,2012-2016,107,2013-2017,461
0.0398,2012-2016,1142,2013-2017,867
0.0396,2011-2015,581,2012-2016,1095
0.0396,2012-2016,581,2013-2017,1095
0.0391,2010-2014,1142,2011-2015,867
0.0389,2011-2015,107,2012-2016,461
0.0385,2011-2015,1095,2012-2016,581
0.038,2013-2017,254,2014-2018,814
0.0379,2010-2014,581,2011-2015,469
0.0379,2013-2017,1095,2014-2018,581
0.0378,2012-2016,1095,2013-2017,581
0.0378,2013-2017,254,2014-2018,1095
0.0377,2010-2014,461,2011-2015,107
0.0377,2010-2014,469,2011-2015,581
0.0377,2010-2014,710,2011-2015,1142
0.0375,2011-2015,1142,2012-2016,648
0.0374,2012-2016,1142,2013-2017,648
0.0372,2011-2015,461,2012-2016,107
0.0372,2010-2014,710,2011-2015,469
0.0372,2010-2014,1095,2011-2015,581
0.037,2013-2017,1142,2014-2018,867
0.0368,2013-2017,461,2014-2018,107
0.0368,2010-2014,461,2011-2015,261
0.0367,2010-2014,1142,2011-2015,648
0.0367,2010-2014,469,2011-2015,710
0.0367,2013-2017,867,2014-2018,1142
0.0364,2011-2015,461,2012-2016,261
0.0364,2012-2016,261,2013-2017,461
0.0363,2010-2014,261,2011-2015,461
0.0363,2011-2015,710,2012-2016,469
0.0363,2010-2014,648,2011-2015,1142
0.0363,2011-2015,710,2012-2016,1142
0.0362,2013-2017,107,2014-2018,461
0.0362,2013-2017,581,2014-2018,1095
0.036,2011-2015,648,2012-2016,1142
0.0359,2010-2014,469,2011-2015,1095
0.0358,2011-2015,261,2012-2016,461
0.0358,2012-2016,710,2013-2017,469
0.0357,2010-2014,107,2011-2015,461
0.0353,2011-2015,469,2012-2016,581
0.0352,2012-2016,461,2013-2017,107
0.0352,2013-2017,469,2014-2018,710
0.0351,2010-2014,710,2011-2015,867
0.0351,2012-2016,648,2013-2017,1142
0.0349,2011-2015,581,2012-2016,469
0.0348,2011-2015,1095,2012-2016,1142
0.0347,2012-2016,581,2013-2017,469
0.0347,2011-2015,1095,2012-2016,469
0.0346,2012-2016,461,2013-2017,261
0.0346,2010-2014,1095,2011-2015,469
0.0346,2011-2015,469,2012-2016,710
0.0345,2013-2017,648,2014-2018,1142
0.0343,2012-2016,469,2013-2017,710
0.0342,2013-2017,261,2014-2018,461
0.034,2013-2017,1142,2014-2018,648
0.034,2010-2014,1142,2011-2015,710
0.0339,2013-2017,461,2014-2018,261
0.0339,2010-2014,254,2011-2015,965
0.0339,2011-2015,469,2012-2016,1095
0.0338,2013-2017,469,2014-2018,581
0.0335,2012-2016,469,2013-2017,581
0.0335,2011-2015,710,2012-2016,867
0.0335,2012-2016,1095,2013-2017,1142
0.0334,2012-2016,710,2013-2017,1142
0.0333,2012-2016,710,2013-2017,867
0.0333,2012-2016,965,2013-2017,867
0.0333,2011-2015,867,2012-2016,965
0.0333,2012-2016,469,2013-2017,1095
0.0333,2012-2016,1142,2013-2017,1095
0.0332,2012-2016,1095,2013-2017,469
0.033,2010-2014,581,2011-2015,814
0.0329,2013-2017,581,2014-2018,469
0.0329,2010-2014,1095,2011-2015,1142
0.0326,2011-2015,1142,2012-2016,710
0.0326,2010-2014,710,2011-2015,965
0.0326,2012-2016,867,2013-2017,965
0.0325,2011-2015,1142,2012-2016,1095
0.0324,2011-2015,254,2012-2016,648
0.0323,2013-2017,1095,2014-2018,469
0.0322,2013-2017,710,2014-2018,469
0.0321,2010-2014,867,2011-2015,710
0.032,2011-2015,867,2012-2016,710
0.032,2011-2015,254,2012-2016,965
0.0319,2010-2014,254,2011-2015,648
0.0319,2013-2017,867,2014-2018,710
0.0319,2013-2017,965,2014-2018,867
0.0317,2012-2016,1142,2013-2017,710
0.0317,2010-2014,965,2011-2015,867
0.0317,2011-2015,1095,2012-2016,965
0.0316,2013-2017,648,2014-2018,254
0.0316,2013-2017,867,2014-2018,965
0.0316,2013-2017,1142,2014-2018,1095
0.0315,2011-2015,710,2012-2016,965
0.0314,2010-2014,814,2011-2015,581
0.0314,2013-2017,1142,2014-2018,710
0.0314,2011-2015,581,2012-2016,814
0.0312,2013-2017,469,2014-2018,1095
0.0312,2010-2014,1142,2011-2015,1095
0.0311,2010-2014,867,2011-2015,965
0.0311,2010-2014,1095,2011-2015,965
0.031,2012-2016,254,2013-2017,648
0.031,2011-2015,965,2012-2016,867
0.0309,2011-2015,814,2012-2016,581
0.0308,2010-2014,710,2011-2015,107
0.0308,2013-2017,1095,2014-2018,1142
0.0307,2010-2014,469,2011-2015,965
0.0307,2010-2014,965,2011-2015,1095
0.0306,2011-2015,867,2012-2016,1095
0.0303,2010-2014,965,2011-2015,254
0.0303,2012-2016,581,2013-2017,814
0.0302,2012-2016,254,2013-2017,965
0.0301,2010-2014,1095,2011-2015,867
0.0301,2010-2014,867,2011-2015,1095
0.03,2012-2016,1095,2013-2017,965
